OrderID,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice,Year,Month,Day,PricePerItem,CartUtilization,IsReferred
ORD200117,C49187,Tablet,1,535.5,593 Main St,Gift Card,Cancelled,TRK81888598,5,WINTER15,Referral,535.5,2023,3,8,535.5,0.2,1
ORD200118,C27898,Printer,5,502.71,807 Main St,Gift Card,Shipped,TRK61957665,7,FREESHIP,Google,2513.55,2023,10,9,502.71000000000004,0.7142857142857143,1
ORD200119,C14683,Desk,2,534.67,187 Main St,Debit Card,Shipped,TRK47373682,7,FREESHIP,Referral,1069.34,2025,6,11,534.67,0.2857142857142857,1
ORD200120,C58108,Tablet,4,629.34,986 Main St,Cash,Cancelled,TRK66218053,4,WINTER15,Instagram,2517.36,2023,4,11,629.34,1.0,1
ORD200121,C89822,Desk,1,410.78,673 Main St,Cash,Cancelled,TRK24138598,1,FREESHIP,Instagram,410.78,2023,11,30,410.78,1.0,1
ORD200122,C96787,Laptop,2,533.02,588 Main St,Gift Card,Shipped,TRK30422853,2,No coupon,Facebook,1066.04,2024,4,15,533.02,1.0,1
ORD200123,C86064,Desk,3,278.04,727 Main St,Online,Delivered,TRK62182901,5,No coupon,Instagram,834.12,2023,7,6,278.04,0.6,1
ORD200124,C97148,Printer,4,283.79,563 Main St,Online,Pending,TRK85321126,8,No coupon,Google,1135.16,2024,7,28,283.79,0.5,1
ORD200125,C91099,Phone,2,512.65,758 Main St,Credit Card,Shipped,TRK81846174,5,SAVE10,Email,1025.3,2024,11,6,512.65,0.4,1
ORD200126,C55606,Desk,4,275.5,353 Main St,Gift Card,Shipped,TRK68250319,8,FREESHIP,Google,1102.0,2025,5,3,275.5,0.5,1
ORD200127,C71486,Desk,3,469.32,365 Main St,Debit Card,Shipped,TRK73929833,3,No coupon,Google,1407.96,2023,8,10,469.32,1.0,1
ORD200128,C86408,Tablet,4,21.07,244 Main St,Gift Card,Delivered,TRK41432648,4,FREESHIP,Google,84.28,2023,2,17,21.07,1.0,1
ORD200129,C52751,Laptop,4,263.93,427 Main St,Debit Card,Shipped,TRK72481234,4,FREESHIP,Facebook,1055.72,2023,10,27,263.93,1.0,1
ORD200130,C29059,Desk,3,501.3,513 Main St,Online,Cancelled,TRK88360704,3,WINTER15,Facebook,1503.9,2025,1,22,501.3,1.0,1
ORD200131,C72862,Tablet,1,84.8,606 Main St,Gift Card,Pending,TRK51648833,5,No coupon,Instagram,84.8,2023,1,8,84.8,0.2,1
ORD200132,C96257,Tablet,4,450.75,583 Main St,Credit Card,Shipped,TRK13137948,6,WINTER15,Email,1803.0,2023,3,28,450.75,0.6666666666666666,1
ORD200133,C87432,Chair,4,302.05,636 Main St,Debit Card,Cancelled,TRK68969625,6,SAVE10,Google,1208.2,2025,6,20,302.05,0.6666666666666666,1
ORD200134,C16253,Laptop,2,199.7,583 Main St,Cash,Pending,TRK17354894,4,No coupon,Email,399.4,2025,6,23,199.7,0.5,1
ORD200135,C79909,Printer,2,68.81,642 Main St,Gift Card,Shipped,TRK86742257,5,SAVE10,Referral,137.62,2023,8,4,68.81,0.4,1
ORD200136,C73370,Laptop,1,44.35,595 Main St,Gift Card,Cancelled,TRK67820278,1,SAVE10,Instagram,44.35,2024,4,27,44.35,1.0,1
ORD200137,C50682,Monitor,2,250.98,598 Main St,Credit Card,Delivered,TRK12242337,5,No coupon,Google,501.96,2024,11,26,250.98,0.4,1
ORD200138,C21905,Tablet,1,298.06,478 Main St,Debit Card,Pending,TRK31863841,3,WINTER15,Google,298.06,2023,12,21,298.06,0.3333333333333333,1
ORD200139,C61440,Phone,1,583.9,714 Main St,Cash,Returned,TRK33114521,1,No coupon,Email,583.9,2023,4,10,583.9,1.0,1
ORD200140,C33110,Chair,3,528.14,388 Main St,Online,Delivered,TRK38624225,3,FREESHIP,Email,1584.42,2025,5,31,528.14,1.0,1
ORD200141,C80004,Printer,3,684.14,151 Main St,Cash,Cancelled,TRK66230753,3,WINTER15,Instagram,2052.42,2023,11,18,684.14,1.0,1
ORD200142,C86374,Desk,5,272.77,573 Main St,Cash,Pending,TRK79451491,7,WINTER15,Email,1363.85,2023,9,6,272.77,0.7142857142857143,1
ORD200143,C66521,Chair,4,400.07,933 Main St,Online,Shipped,TRK34654244,5,No coupon,Referral,1600.28,2024,6,13,400.07,0.8,1
ORD200144,C63365,Desk,5,219.78,895 Main St,Credit Card,Pending,TRK80100887,8,No coupon,Facebook,1098.9,2023,8,4,219.78000000000003,0.625,1
ORD200145,C85929,Printer,3,146.91,798 Main St,Credit Card,Delivered,TRK29318610,6,FREESHIP,Google,440.73,2024,3,2,146.91,0.5,1
ORD200146,C84645,Tablet,2,411.49,404 Main St,Credit Card,Returned,TRK68893369,4,No coupon,Instagram,822.98,2025,4,30,411.49,0.5,1
ORD200147,C46316,Laptop,2,465.18,893 Main St,Credit Card,Cancelled,TRK16196000,2,SAVE10,Google,930.36,2025,5,6,465.18,1.0,1
ORD200148,C35100,Phone,2,319.91,139 Main St,Credit Card,Cancelled,TRK56853491,3,WINTER15,Google,639.82,2024,12,15,319.91,0.6666666666666666,1
ORD200149,C39671,Laptop,1,217.56,174 Main St,Debit Card,Delivered,TRK47153818,3,No coupon,Facebook,217.56,2023,12,27,217.56,0.3333333333333333,1
ORD200150,C25503,Phone,2,105.57,981 Main St,Debit Card,Returned,TRK29878837,5,WINTER15,Google,211.14,2023,12,13,105.57,0.4,1
ORD200151,C32960,Printer,5,444.76,947 Main St,Debit Card,Returned,TRK91226500,7,No coupon,Email,2223.8,2023,12,1,444.76000000000005,0.7142857142857143,1
ORD200152,C77736,Chair,2,399.04,659 Main St,Cash,Cancelled,TRK90329250,3,FREESHIP,Referral,798.08,2025,1,2,399.04,0.6666666666666666,1
ORD200153,C71570,Chair,4,534.48,437 Main St,Online,Returned,TRK95992269,9,WINTER15,Instagram,2137.92,2024,12,18,534.48,0.4444444444444444,1
ORD200154,C73587,Phone,4,408.21,727 Main St,Credit Card,Pending,TRK13955543,9,No coupon,Instagram,1632.84,2023,7,20,408.21,0.4444444444444444,1
ORD200155,C62740,Phone,1,424.4,446 Main St,Online,Shipped,TRK20706408,6,WINTER15,Referral,424.4,2023,2,27,424.4,0.16666666666666666,1
ORD200156,C58808,Chair,2,269.83,651 Main St,Online,Delivered,TRK24451893,4,SAVE10,Email,539.66,2024,11,8,269.83,0.5,1
ORD200157,C50422,Monitor,2,564.58,636 Main St,Online,Returned,TRK71227815,4,WINTER15,Facebook,1129.16,2025,2,21,564.58,0.5,1
ORD200158,C23334,Tablet,1,331.06,737 Main St,Credit Card,Pending,TRK46335144,5,WINTER15,Instagram,331.06,2024,5,16,331.06,0.2,1
ORD200159,C48965,Printer,1,299.35,819 Main St,Credit Card,Cancelled,TRK50921780,5,WINTER15,Email,299.35,2023,10,31,299.35,0.2,1
ORD200160,C38669,Monitor,4,101.32,240 Main St,Cash,Pending,TRK81738254,7,No coupon,Referral,405.28,2023,2,17,101.32,0.5714285714285714,1
ORD200161,C35091,Monitor,1,211.14,513 Main St,Credit Card,Cancelled,TRK53784452,1,SAVE10,Facebook,211.14,2024,3,29,211.14,1.0,1
ORD200162,C82313,Chair,3,65.86,917 Main St,Online,Pending,TRK79854624,8,WINTER15,Google,197.58,2023,7,27,65.86,0.375,1
ORD200163,C99589,Tablet,1,641.39,277 Main St,Online,Cancelled,TRK16695001,1,No coupon,Referral,641.39,2025,6,24,641.39,1.0,1
ORD200164,C70566,Desk,5,536.58,667 Main St,Gift Card,Pending,TRK49673411,5,SAVE10,Google,2682.9,2023,12,28,536.58,1.0,1
ORD200165,C60355,Monitor,2,500.29,226 Main St,Online,Returned,TRK30155194,7,WINTER15,Google,1000.58,2024,9,14,500.29,0.2857142857142857,1
ORD200166,C28889,Chair,3,86.29,565 Main St,Cash,Delivered,TRK23791726,6,WINTER15,Instagram,258.87,2025,3,4,86.29,0.5,1
ORD200167,C88304,Chair,2,384.14,219 Main St,Online,Returned,TRK44268941,2,WINTER15,Email,768.28,2023,5,27,384.14,1.0,1
ORD200168,C49517,Printer,1,594.96,878 Main St,Cash,Returned,TRK78551375,6,No coupon,Facebook,594.96,2025,1,4,594.96,0.16666666666666666,1
ORD200169,C35785,Printer,1,427.82,732 Main St,Online,Delivered,TRK78923089,2,WINTER15,Email,427.82,2024,4,7,427.82,0.5,1
ORD200170,C80223,Desk,4,662.94,535 Main St,Cash,Cancelled,TRK68632951,8,SAVE10,Instagram,2651.76,2025,4,4,662.94,0.5,1
ORD200171,C20448,Tablet,2,148.22,336 Main St,Credit Card,Delivered,TRK67379895,7,WINTER15,Instagram,296.44,2023,8,15,148.22,0.2857142857142857,1
ORD200172,C34134,Printer,1,254.12,365 Main St,Online,Delivered,TRK43074303,1,WINTER15,Email,254.12,2025,4,6,254.12,1.0,1
ORD200173,C95901,Phone,3,664.46,806 Main St,Online,Delivered,TRK56989066,4,FREESHIP,Google,1993.38,2024,3,24,664.46,0.75,1
ORD200174,C51145,Printer,4,600.81,790 Main St,Debit Card,Delivered,TRK59154274,9,SAVE10,Email,2403.24,2024,4,16,600.81,0.4444444444444444,1
